country;filename
0;de/Brandenburger Straße 21, 45145 Essen, Germany.png
0;de/Breslauer Platz 2, 50668 Cologne, Germany.png
0;de/Breslaustraße 35, 44263 Dortmund, Germany.png
0;de/Bulgarische Straße 62, 12435 Berlin, Germany.png
0;de/Bundesring 48, 12101 Berlin, Germany.png
0;de/Buntzelstraße 89, 12526 Berlin, Germany.png
0;de/Burgherrenstraße 87, 70469 Stuttgart, Allemagne.png
0;de/Buschkampstraße 244, 33659 Bielefeld, Germany.png
0;de/Buschkampstraße 251A, 33659 Bielefeld, Germany.png
0;de/Buschkampstraße 322, 33659 Bielefeld, Allemagne.png
0;de/Bückerheide 8-10, 45139 Essen, Germany.png
0;de/Carl-Zuckmayer-Straße 29, 68169 Mannheim, Germany.png
0;de/Casterfeldstraße, 68219 Mannheim, Allemagne.png
0;de/Core Tex Records 184-185, 10999 Berlin, Germany.png
0;de/Crellestraße 30, 10827 Berlin, Germany.png
0;de/Dallwitzstraße 2, 14165 Berlin, Germany.png
0;de/De-Gasperi-Bogen, 81829 Munich, Allemagne.png
0;de/De-Haen-Platz 8-9, 30163 Hanover, Germany.png
0;de/Deggingstraße 93, 44141 Dortmund, Germany.png
0;de/Dieselstraße 55, 90441 Nuremberg, Germany.png
0;de/Diffenestraße 24, 68169 Mannheim, Germany.png
0;de/Dohlengasse 21, 68307 Mannheim, Germany.png
0;de/Doppelmayrweg 2, 90469 Nuremberg, Germany.png
0;de/Dr.-C.-Otto-Straße 208, 44879 Bochum, Nemecko.png
0;de/Droehnenstraße 86, 30455 Hanover, Germany.png
0;de/Duisburger Landstraße 317, 40489 Dusseldorf, Germany.png
0;de/Döppelstraße 10, 90453 Nuremberg, Allemagne.png
0;de/Dülferstraße 21E, 80933 Múnich, Alemania.png
0;de/Düppenberg 55, 45357 Essen, Germany.png
0;de/Düsseldorfer Straße, 51061 Cologne, Germany.png
0;de/E22, 21079 Hamburg, Germany.png
0;de/E30, 30657 Hanover, Germany.png
0;de/E30, 30659 Hanover, Germany.png
0;de/E40, 50997 Kolonia, Niemcy.png
0;de/E40, 51107 Cologne, Germany.png
0;de/E40, 51109 Cologne, Germany.png
0;de/E45, Nemecko.png
0;de/E50, 68239 Mannheim, Germany.png
0;de/E533, 81475 Munich, Germany.png
0;de/E55, 01157 Dresde, Allemagne.png
0;de/Ehestorfer Weg 83-85, 21075 Hamburg, Germany.png
0;de/Eichelmatenweg, 14089 Berlin, Germany.png
0;de/Eitzestraße 5, 28309 Bremen, Germany.png
0;de/Emdener Straße 7, 65933 Frankfurt, Germany.png
0;de/Emil-Rosenow-Straße 2-7, 01189 Dresden, Germany.png
0;de/Erhardstraße 9, 47167 Duisburg, Niemcy.png
0;de/Erich-Kühlmann-Straße 5, 28197 Bremen, Germany.png
0;de/Erlanger Straße, 90427 Nuremberg, Germany.png
0;de/Ernst-von-Beling-Straße 27, 80997 Munich, Germany.png
0;de/Eschersheimer Landstraße 183, 60320 Frankfurt, Germany.png
0;de/Essener Straße 13, 68219 Mannheim, Germany.png
0;de/Falkertstraße 27, 70176 Stuttgart, Germany.png
0;de/Farbenstraße 100, 65931 Francfort, Allemagne.png
0;de/Fastlstraße 4, 81476 Munich, Germany.png
0;de/Finkenwerder Norderdeich 14-15, 21129 Hamburg, Niemcy.png
0;de/Flaschenträgerstraße 4, 81927 Monachium, Niemcy.png
0;de/Floningweg 35, 12107 Berlin, Allemagne.png
0;de/Forststraße 14A, 15566 Schöneiche, Germany.png
0;de/Freisinger Landstraße 153, 80939 Munich, Germany.png
0;de/Freyunger Straße 15, 90480 Nuremberg, Germany.png
0;de/Friedberger Landstraße 427, 60389 Frankfurt, Germany.png
0;de/Friederikastraße 161, 44789 Bochum, Alemania.png
0;de/Friedrich-Rein-Weg 6-8, 81247 Munich, Germany.png
0;de/Friedrich-Silcher-Straße 2, 30173 Hanover, Germany.png
0;de/Fritz-Meinhardt-Straße 20, 01239 Drezno, Niemcy.png
0;de/Fritz-Reuter-Straße 16, 70193 Stuttgart, Germany.png
0;de/Gardeschützenweg 80-101, 12203 Berlin, Germany.png
0;de/Gartenstadtstraße 43-45, 81825 Munich, Germany.png
0;de/Georg-Gröning-Straße 112, 28209 Bremen, Germany.png
0;de/Georg-Simon-Ohm-Straße 13, 47167 Duisburg, Germany.png
0;de/Gerbermühlstraße, 60594 Frankfurt, Germany.png
0;de/Germaniagarten 22, 12099 Berlin, Germany.png
0;de/Germersheimer Straße 32, 70499 Stuttgart, Germany.png
0;de/Geschwister-Scholl-Straße 6, 10117 Berlin, Germany.png
0;de/Giesebrechtstraße 7-8, 10629 Berlin, Allemagne.png
0;de/Gitschiner Straße 80, 10969 Berlin, Germany.png
0;de/Gleiwitzer Straße 600, 90475 Nuremberg, Allemagne.png
0;de/Goebelplatz 5, 13627 Berlin, Germany.png
0;de/Gollnower Weg 2, 28717 Brême, Allemagne.png
0;de/Grahnstraße 29, 30165 Hanover, Germany.png
0;de/Griebenweg 74, 12623 Berlin, Germany.png
0;de/Großweidenmühlstraße 34-36, 90419 Norimberg, Nemecko.png
0;de/Grünlandweg 22, 13437 Berlin, Germany.png
0;de/Hafenstraße 43, 68159 Mannheim, Germany.png
0;de/Haferkampstraße 13, 44369 Dortmund, Germany.png
0;de/Hagedornstraße 44, 51069 Cologne, Allemagne.png
0;de/Halemweg 17-19, 13627 Berlin, Allemagne.png
0;de/Hallermannstraße 9, 44339 Dortmund, Germany.png
0;de/Hamburger Allee 66, 30161 Hannover, Duitsland.png
0;de/Hans-Kächele-Straße 13, 70599 Stuttgart, Niemcy.png
0;de/Hansestraße 47, 51149 Cologne, Germany.png
0;de/Hasenbürener Landstraße 40, 28197 Bremen, Germany.png
0;de/Hasnacken 53, 42327 Wuppertal, Germany.png
0;de/Hauerstraße 58, 44269 Dortmund, Germany.png
0;de/Havelchaussee 1, 14193 Berlin, Germany.png
0;de/Havelchaussee, 14129 Berlin, Allemagne.png
0;de/Hechinger Straße 73, 70567 Stuttgart, Germany.png
0;de/Heerstraße 146, 14055 Berlin, Niemcy.png
0;de/Heilbronner Straße, 70191 Stuttgart, Germany.png
0;de/Heilsberger Allee 5, 14055 Berlin, Niemcy.png
0;de/Heilsberger Hof 2, 68307 Mannheim, Germany.png
0;de/Heimatweg 27, 30419 Hanovre, Allemagne.png
0;de/Heinrich-Zille-Straße, 68169 Mannheim, Alemania.png
0;de/Heitlinger Hof 30-36, 30419 Hanover, Germany.png
0;de/Heißener Straße 224, 45359 Essen, Germany.png
0;de/Herforder Straße 6, 33602 Bielefeld, Allemagne.png
0;de/Hermann-Reichelt-Straße 3, 01109 Dresden, Germany.png
0;de/Herrenhäuser Straße 8, 30419 Hanover, República Federal da Alemanha.png
0;de/Hinter dem Gießhaus 1, 10117 Berlin, Germany.png
0;de/Hohentwielstraße 85, 70199 Stuttgart, Germany.png
0;de/Hoher Wall 5, 44137 Dortmund, Germany.png
0;de/Holbeinstraße 4, 30177 Hanover, Germany.png
0;de/Hopfenstraße 10, 42119 Wuppertal, Germany.png
0;de/Hundsteinweg 132, 12107 Berlin, Deutschland.png
0;de/Hönower Straße 13, 10318 Berlin, Allemagne.png
0;de/Hüttenweg 53, 14193 Berlin, Niemcy.png
0;de/Im Kamp 25, 30657 Hanovre, Allemagne.png
0;de/Im Wingert 15, 53115 Bonn, Germany.png
0;de/Imbuschstraße 52, 90473 Nuremberg, Allemagne.png
0;de/Imsiekstraße 8, 33739 Bielefeld, Germany.png
0;de/In der Steinbreite 95-99, 30455 Hanover, Germany.png
0;de/In der Tränke 12-14, 28279 Bremen, Alemania.png
0;de/Industriestraße 3-5, 68169 Mannheim, Germany.png
0;de/Infanteriestraße 5, 80797 Munich, Germany.png
0;de/Innere Wiener Straße 15-17, 81667 Munich, Germany.png
0;de/Jahnstraße 10-28, 47239 Duisbourg, Allemagne.png
0;de/Joachim-Karnatz-Allee 45, 10557 Berlin, Allemagne.png
0;de/Johann-Sperl-Straße 15A, 90427 Nuremberg, Allemagne.png
0;de/Johanneskamp 3-5, 30539 Hanover, Germany.png
0;de/John-F.Kennedy-Brücke, 80802 Munich, Germany.png
0;de/John-Locke-Straße 20, 12305 Berlin, Germany.png
0;de/K824, 60437 Frankfurt, Germany.png
0;de/Kaiser-Karl-Ring, 53111 Bonn, Germany.png
0;de/Kaiser-Wilhelm-Straße 56, 47166 Duisburg, Germany.png
0;de/Kamerbalken 10, 22525 Hamburg, Germany.png
0;de/Kastanienallee 17, 30519 Hanovre, Allemagne.png
0;de/Kettinger Straße 7A, 12305 Berlin, Niemcy.png
0;de/Keyserlingstraße 21-23, 81245 Munich, Germany.png
0;de/Kirchheimer Straße, 70597 Stuttgart, Alemania.png
0;de/Kleiststraße 72, 47166 Duisburgo, Alemania.png
0;de/Klopstockstraße 59, 70193 Stuttgart, Germany.png
0;de/Kneippstraße 18-20, 13467 Berlin, Germany.png
0;de/Knochenbergsweg 3, 51373 Leverkusen, Germany.png
0;de/Kormoranstraße, 70378 Stuttgart, Germany.png
0;de/Krefelder Straße 92, 47226 Duisburg, Germany.png
0;de/Krottenkopfstraße 2, 81377 Munich, Germany.png
0;de/Kummerkamp 5, 28777 Brême, Allemagne.png
0;de/Kurfürstenstraße 70, 12249 Berlin, Niemcy.png
0;de/Käthe-Kollwitz-Ufer 43, 01307 Dresden, Germany.png
0;de/Königstraße 35A, Düppeler Forst, 14109 Berlin, Germany.png
0;de/Königsträßle 15, 70597 Stuttgart, Germany.png
0;de/Königsträßle 74, 70597 Stuttgart, Allemagne.png
0;de/L1192, 70599 Stuttgart, Niemcy.png
0;de/Landsberger Straße 187-189, 80687 Munich, Germany.png
0;de/Lauenburger Straße 79, 12169 Berlin, Germany.png
0;de/Leimenweg 20, 70378 Stuttgart, Germany.png
0;de/Leipoldtstraße 6, 45326 Essen, Germany.png
0;de/Lemsahler Landstraße 284, 22397 Hamburg, Germany.png
0;de/Lenbachstraße 67, 30655 Hanover, Germany.png
0;de/Leunastraße, 60529 Frankfurt, Germany.png
0;de/Lierenfelder Straße, 40231 Dusseldorf, Germany.png
0;de/Lobitzweg 42A, 12557 Berlin, Allemagne.png
0;de/Lohbekstieg 101, 22529 Hamburg, Germany.png
0;de/Lohbekstieg 53, 22529 Hambourg, Allemagne.png
0;de/Ludwig-Erhard-Straße 36, 28197 Bremen, Germany.png
0;de/Luzenbergstraße 59-78, 68305 Mannheim, Germany.png
0;de/Löbtauer Straße 36, 01159 Dresden, Germany.png
0;de/Lüneburger Straße 55, 33719 Bielefeld, Allemagne.png
0;de/Lütticher Straße 15, 40547 Dusseldorf, Germany.png
0;de/Mainweg 61, 33689 Bielefeld, Germany.png
0;de/Malteserstraße 93, 12249 Berlin, Niemcy.png
0;de/Manfredstraße 18, 45131 Essen, Allemagne.png
0;de/Manksweg 15, 12685 Berlin, Germany.png
0;de/Mariendorfer Damm 70, 12109 Berlijn, Duitsland.png
0;de/Marienstraße 27-28, 10117 Berlin, Germany.png
0;de/Mathias-Brüggen-Straße 96-98, 50829 Cologne, Germany.png
0;de/Matterhornstraße 18, 28325 Bremen, Germany.png
0;de/Mauserstraße 13, 12277 Berlin, Germany.png
0;de/Max-Hachenburg-Straße 59-61, 68259 Mannheim, Tyskland.png
0;de/Maxfeldstraße 52, 90409 Nuremberg, Germany.png
0;de/Maximiliansbrücke, 81675 Munich, Germany.png
0;de/Mecklenburgische Straße 13, 10713 Berlin, Allemagne.png
0;de/Meersmannufer 11, 30655 Hanover, Germany.png
0;de/Melanchthonplatz 9, 90443 Nuremberg, Germany.png
0;de/Mescheder Weg 51, 13507 Berlin, Germany.png
0;de/Messeschnellweg, 30519 Hanover, Germany.png
0;de/Messingweg 36, 33649 Bielefeld, Germany.png
0;de/Morgenbreede 41, Bielefeld University, 33615 Bielefeld, Germany.png
0;de/Morsestraße 9, 50769 Cologne, Germany.png
0;de/Moselstraße 1, 12159 Berlin, Allemagne.png
0;de/Mudauer Ring 143, 68259 Mannheim, Niemcy.png
0;de/Möckernstraße 10-11, 30163 Hanover, Germany.png
0;de/Mörfelder Landstraße 331, 60528 Frankfurt, Germany.png
0;de/Mühlenstraße 23, 47199 Duisburg, Niemcy.png
0;de/Münchener Straße 143, 45145 Essen, Allemagne.png
0;de/N4, Hafenindustriegebiet Nord, 90451 Nuremberg, Germany.png
0;de/Nansenring 13, 60598 Francfort, Allemagne.png
0;de/Nenndorfer Chaussee 16, 30453 Hanover, Germany.png
0;de/Nesselstraße 61, 33699 Bielefeld, Germany.png
0;de/Neue-Land-Straße 7, 30655 Hanover, Germany.png
0;de/Neuer Grüner Weg 3, 50933 Cologne, Germany.png
0;de/Neuhauser Straße 68, 70599 Stuttgart, Niemcy.png
0;de/Neunhofer Hauptstraße 65, 90427 Nuremberg, Germany.png
0;de/Niedermendiger Straße 3, 47139 Duisburg, Germany.png
0;de/Niehler Kirchweg 32, 50733 Cologne, Germany.png
0;de/Nierenhofer Straße 12, 45257 Essen, Germany.png
0;de/Nobelstraße 22, 12057 Berlin, Germany.png
0;de/Noestraße 7-11, 81479 Munich, Germany.png
0;de/Norderneyer Straße 16, 14199 Berlin, Deutschland.png
0;de/Nordhausen-Ring, 44803 Bochum, Germany.png
0;de/Oeserstraße 31e, 65934 Frankfurt, Germany.png
0;de/Offenbachstraße 3-5, 30629 Hanower, Niemcy.png
0;de/Olgastraße 2, 70182 Stuttgart, Germany.png
0;de/Oranienburger Straße 19, 12305 Berlin, Allemagne.png
0;de/Osianderweg 12, 13509 Berlin, Allemagne.png
0;de/Osningstraße 97, 33605 Bielefeld, Germany.png
0;de/Osteweg 66, 14167 Berlin, Niemcy.png
0;de/Ostlandstraße 15-17, 33649 Bielefeld, Germany.png
0;de/Ostparkstraße 51, 60385 Frankfurt, Germany.png
0;de/Paderborner Straße 60, 33758 Schloß Holte-Stukenbrock, Germany.png
0;de/Papyrusweg 11d, 22117 Hamburg, Germany.png
0;de/Parkstraße 46, 90409 Nuremberg, Allemagne.png
0;de/Passauerstraße 56, 81369 München, Deutschland.png
0;de/Paul-Gerhardt-Ring 4, 13589 Berlin, Germany.png
0;de/Paul-Schwarze-Straße 1, 33649 Bielefeld, Germany.png
0;de/Peter-Krahe-Straße 32, 40599 Düsseldorf, Allemagne.png
0;de/Pfeivestlstraße 25-27, 81243 Munich, Germany.png
0;de/Pferdekoppel 4-9, 22159 Hamburg, Germany.png
0;de/Pillnitzer Landstraße 8-10, 01326 Dresden, Germany.png
0;de/Plettenbergstraße 27, 44141 Dortmund, Germany.png
0;de/Plinganserstraße 122, 81369 Munich, Germany.png
0;de/Poetenweg 76, 33619 Bielefeld, Germany.png
0;de/Porschestraße 11, 70435 Stoccarda, Germania.png
0;de/Potsdamer Straße 49, 33719 Bielefeld, Germany.png
0;de/Quedlinburger Straße 15, 12627 Berlin, Germany.png
0;de/Raabestraße 16-17, 12305 Berlin, Germany.png
0;de/Radenberg 12, 42327 Wuppertal, Germany.png
0;de/Rather Kreuzweg 61, 40472 Dusseldorf, Germany.png
0;de/Redderblock 28E, 22145 Hamburg, Germany.png
0;de/Redweiherstraße 4, 90455 Nuremberg, Germany.png
0;de/Regina-Ullmann-Straße 44-48, 81927 Munich, Germany.png
0;de/Rehhofstraße 18, 90482 Nuremberg, Germany.png
0;de/Reichenberger Straße 39, 33605 Bielefeld, Tyskland.png
0;de/Reinold-Hagen-Straße, 53229 Bonn, Germany.png
0;de/Rhinstraße 147, 10315 Berlin, Germany.png
0;de/Richard-Münch-Straße 12-14, 13591 Berlin, Germany.png
0;de/Riemannstraße 22, 10961 Berlin, Germany.png
0;de/Riensberger Straße 77, 28359 Bremen, Germany.png
0;de/Rietenbühlstraße 3-6, 90455 Nuremberg, Germany.png
0;de/Ringstraße 7, 50996 Cologne, Germany.png
0;de/Robenkamp 6, 44869 Bochum, Germany.png
0;de/Rochusstraße 134, 53123 Bonn, Germany.png
0;de/Rockenhauser Straße 10, 50739 Köln, Deutschland.png
0;de/Rosa-Luxemburg-Straße, 60431 Frankfurt, Germany.png
0;de/Rosenfelder Ring 101, 10315 Berlin, Germany.png
0;de/Ruhrstraße 55-57, 70374 Stuttgart, Germany.png
0;de/Rustweg 1, 13587 Berlín, Alemania.png
0;de/Rüdesheimer Straße 13, 68309 Mannheim, Germany.png
0;de/Saarstraße 13, 53175 Bonn, Germany.png
0;de/Sagemühler Steig 50-52, 13503 Berlin, Germany.png
0;de/Saonestraße 3, 60528 Frankfurt, Germany.png
0;de/Schadowstraße 17-19, 45147 Essen, Germany.png
0;de/Scharnhorststraße 28, 80992 Munich, Germany.png
0;de/Schloßstraße 15, 33739 Bielefeld, Germany.png
0;de/Schmellerstraße 19, 80337 Munich, Germany.png
0;de/Schmidtstraße 71, 60326 Francfort, Allemagne.png
0;de/Schröttinghausener Straße 59, 33824 Werther, Germany.png
0;de/Schwanheimer Bahnstraße 100, 60529 Frankfurt am Main, Duitsland.png
0;de/Schwarzbacher Straße 3, 10711 Berlin, Germany.png
0;de/Schwerzstraße 21, Université de Hohenheim, 70599 Stuttgart, Allemagne.png
0;de/Schäferstraße 10-14, 14109 Berlijn, Duitsland.png
0;de/Schönhauser Straße 48A, 13158 Berlin, Allemagne.png
0;de/Schützenstraße 2, 53111 Bonn, Niemcy.png
0;de/Segeberger Chaussee, 22397 Hamburg, Tyskland.png
0;de/Sender Straße, 33689 Bielefeld, Germany.png
0;de/Sielwall 79, 28203 Bremen, Germany.png
0;de/Silberpappelweg 22, 70597 Stuttgart, Niemcy.png
0;de/Somborner Straße 32, 44894 Bochum, Germania.png
0;de/Sonnenblumensteig 4, 13159 Berlin, Germany.png
0;de/Sonnenblumenstraße 15, 81377 München, Tyskland.png
0;de/Speckweg 33, 60599 Frankfurt, Germany.png
0;de/Sportplatz Am Kanal 10, 30559 Hanover, Germany.png
0;de/Sporwörthstraße 12-14, 68219 Mannheim, Germany.png
0;de/Starnberger Straße 1, 28215 Bremen, Germany.png
0;de/Staufenstraße 3, 60323 Frankfurt, Germany.png
0;de/Steigerwaldstraße 32, 90409 Nuremberg, Germany.png
0;de/Steinhammerstraße 47A, 44379 Dortmund, Germany.png
0;de/Steuerwald-Landmann-Straße 37, 90491 Nuremberg, Allemagne.png
0;de/Straße der Nationen 10, 30539 Hanover, Germany.png
0;de/Stresemannallee 96, 60598 Frankfurt, Germany.png
0;de/Striekenkamp 1, 28777 Brême, Allemagne.png
0;de/Strietkoppel 4-5, 22115 Hamburg, Germany.png
0;de/Stromer Landstraße 50B, 28197 Bremen, Germany.png
0;de/Stromeyerstraße 2-6, 80999 Munich, Germany.png
0;de/Strünkedestraße 193, 44359 Dortmund, Germany.png
0;de/Südliche Auffahrtsallee 34, 80639 Munich, Germany.png
0;de/Talstraße 85, 70188 Stuttgart, Germany.png
0;de/Tersteegenstraße 27, 40474 Dusseldorf, Germany.png
0;de/Theodor-Heuss-Straße 11, 33719 Bielefeld, Germany.png
0;de/Theodor-Heuss-Straße, 51149 Köln, Tyskland.png
0;de/Thorner Straße 21, 90491 Nuremberg, Germany.png
0;de/Tizianstraße 11-12, 12623 Berlin, Niemcy.png
0;de/Tollerstraße 19, 13158 Berlin, Germany.png
0;de/Torweg 9, 13591 Berlin, Germany.png
0;de/Trautenfeldstraße 6, 68229 Mannheim, Germany.png
0;de/Turiner Straße 4-6, 13347 Berlin, Germany.png
0;de/Turmstraße 34, 10551 Berlin, Germany.png
0;de/Töginger Straße, 81677 Monachium, Niemcy.png
0;de/Uhlandstraße 30, 60314 Fráncfort, Alemania.png
0;de/Ullersdorf-Langebrücker Straße, 01099 Dresden, Germany.png
0;de/Ummelner Straße 70, 33647 Bielefeld, Germany.png
0;de/Ungererstraße 92, 80805 München-Schwabing, Germany.png
0;de/Unter der Linde 20-22, 80939 Munich, Allemagne.png
0;de/Untere Stadtgasse 20, 90427 Nuremberg, Germany.png
0;de/Urselweg 12-16, 14163 Berlin, Germany.png
0;de/Venusstraße 21, 12524 Berlin, Germany.png
0;de/Verbandsstraße, 47199 Duisburg, Germany.png
0;de/Verler Straße, 33689 Bielefeld, Germany.png
0;de/Vestastraße 1, 81249 Munich, Germany.png
0;de/Vincenzstraße 10-12, 51065 Cologne, Germany.png
0;de/Voltmannstraße 170, 33613 Bielefeld, Germany.png
0;de/Wachenburgstraße, 68219 Mannheim, Germany.png
0;de/Waldenburger Ring 23, 53119 Bonn, Germany.png
0;de/Waldowallee 94, 10318 Berlin, Germany.png
0;de/Waldrebenstraße 10-12, 80935 Munich, Germany.png
0;de/Walzelstraße 21, 13581 Berlin, Niemcy.png
0;de/Wasserturmstraße 11A, 81827 Munich, Germany.png
0;de/Wechselpfad 1, 45259 Essen, Tyskland.png
0;de/Wegnerstraße 25, 47057 Duisburg, Germany.png
0;de/Wehrdeich 55, 21035 Hamburg, Germany.png
0;de/Werkstraße 22, 01259 Dresden, Saksa.png
0;de/Westerwaldstraße 3A, 45133 Essen, Germany.png
0;de/Westpreußenstraße 60, 81927 Múnich, Alemania.png
0;de/Wildparkstraße 35, 70197 Stuttgart, Germany.png
0;de/Wingertstraße 63, 68199 Mannheim, Germany.png
0;de/Wulfila-Ufer 56, 12105 Berlin, Germany.png
0;de/Wüstenrotstraße 16-18, 33719 Bielefeld, Germany.png
0;de/Zuckerbergstraße 11, 70378 Stuttgart, Germany.png
1;dk/12, 8800 Viborg, Denmark.png
1;dk/15, 7441 Bording, Denmark.png
1;dk/Aabenraavej 24C, 6100 Haderslev, Danska.png
1;dk/Aalborgvej 175, 7700 Thisted, Danemark.png
1;dk/Aalborgvej 202, 8830 Tjele, Danmark.png
1;dk/Aalborgvej 46, 9520 Skoerping, Denmark.png
1;dk/Aalborgvej, 7742 Vesloes, Denmark.png
1;dk/Adamshoejvej 112, 4100 Ringsted, Denmark.png
1;dk/Agenavej 13-15, 2670 Greve Strand, Danska.png
1;dk/Ahorn Alle 1, 4100 Ringsted, Denmark.png
1;dk/Alleshavevej 64, 4593 Eskebjerg, Denmark.png
1;dk/Alléparken 45, 5290 Marslev, Denmark.png
1;dk/Almind Stationsvej 8, 6051 Almind, Denmark.png
1;dk/Amagermotorvejen, 2650 Hvidovre, Denmark.png
1;dk/Ammelhedevej 3, 8960 Randers, Denmark.png
1;dk/Amtoftvej, 7742 Vesloes, Denmark.png
1;dk/Anelystparken 38, 8381 Tilst, Denmark.png
1;dk/Annettevej 3, 9480 Loekken-Vraa, Denmark.png
1;dk/Askelund 10, 6200 Åbenraa, Danemark.png
1;dk/Astrupvej 19, 6900 Skjern, Denmark.png
1;dk/Ballevej 102, 7300 Bredsten, Danemark.png
1;dk/Bedstedvej 12, 6534 Agerskov, Denmark.png
1;dk/Bellevej 14, 7140 Stouby, Denmark.png
1;dk/Bellevej 18-20, 7140 Stouby, Danmark.png
1;dk/Bevtoftvej 30, 6541 Bevtoft, Denmark.png
1;dk/Billesborgvej 50, 4600 Koege, Denmark.png
1;dk/Birketvej 346, 4952 Stokkemarke, Reino da Dinamarca.png
1;dk/Bjergfyrren 6-7, 4780 Stege, Denemarken.png
1;dk/Bjernedevej 47, 2700 Kööpenhamina, Tanska.png
1;dk/Blaavandvej 91, 6840 Oksboel, Denmark.png
1;dk/Boegvadvej 29, 6040 Egtved, Denmark.png
1;dk/Boelling Tvaervej 13A, 6040 Egtved, Denmark.png
1;dk/Boevlvej 89, 7260 Sønder-Omme, Denmark.png
1;dk/Bogensevej 146, 5620 Glamsbjerg, Denmark.png
1;dk/Bollervej 82, 8700 Horsens, Tanska.png
1;dk/Borgergade 10, 1123 Copenhagen, Denmark.png
1;dk/Borgergade 31, 6064 Jordrup, Danemark.png
1;dk/Borgm. Schneiders Vej 101, 2840 Holte, Denmark.png
1;dk/Borgmester Jespersens Vej, 3520 Farum, Denmark.png
